Name	Start	Duration	Time Format	Type	Description
Marker 04	0:07.278	0:00.000	decimal	Cue	
Marker 05	0:17.629	0:00.000	decimal	Cue	
Marker 26	0:24.786	0:00.000	decimal	Cue	
Marker 27	0:31.964	0:00.000	decimal	Cue	
Marker 35	0:42.771	0:00.000	decimal	Cue	
Marker 36	0:56.357	0:00.000	decimal	Cue	
Marker 51	1:02.756	0:00.000	decimal	Cue	
Marker 56	1:06.594	0:00.000	decimal	Cue	
Marker 79	1:13.583	0:00.000	decimal	Cue	
Marker 95	1:19.008	0:00.000	decimal	Cue	
Marker 104	1:26.992	0:00.000	decimal	Cue	
Marker 112	1:34.628	0:00.000	decimal	Cue	
Marker 124	1:45.942	0:00.000	decimal	Cue	
