Name	Start	Duration	Time Format	Type	Description
Marker 05	0:08.615	0:00.000	decimal	Cue	
Marker 19	0:17.222	0:00.000	decimal	Cue	
Marker 25	0:23.751	0:00.000	decimal	Cue	
Marker 31	0:31.389	0:00.000	decimal	Cue	
Marker 43	0:38.054	0:00.000	decimal	Cue	
Marker 55	0:44.114	0:00.000	decimal	Cue	
Marker 66	0:53.510	0:00.000	decimal	Cue	
Marker 67	1:02.170	0:00.000	decimal	Cue	
Marker 77	1:08.180	0:00.000	decimal	Cue	
Marker 83	1:13.314	0:00.000	decimal	Cue	
Marker 84	1:22.804	0:00.000	decimal	Cue	
Marker 99	1:31.083	0:00.000	decimal	Cue	
Marker 106	1:37.933	0:00.000	decimal	Cue	
Marker 107	1:42.393	0:00.000	decimal	Cue	
Marker 134	1:47.989	0:00.000	decimal	Cue	
Marker 145	1:56.124	0:00.000	decimal	Cue	
Marker 165	2:07.000	0:00.000	decimal	Cue	
Marker 196	2:15.858	0:00.000	decimal	Cue	
Marker 205	2:19.769	0:00.000	decimal	Cue	
Marker 224	2:26.721	0:00.000	decimal	Cue	
Marker 225	2:30.955	0:00.000	decimal	Cue	
Marker 238	2:42.943	0:00.000	decimal	Cue	
Marker 249	2:49.201	0:00.000	decimal	Cue	
Marker 267	3:00.417	0:00.000	decimal	Cue	
Marker 299	3:12.278	0:00.000	decimal	Cue	
Marker 300	3:19.981	0:00.000	decimal	Cue	
Marker 307	3:24.210	0:00.000	decimal	Cue	
Marker 326	3:31.661	0:00.000	decimal	Cue	
Marker 331	3:34.829	0:00.000	decimal	Cue	
Marker 341	3:39.692	0:00.000	decimal	Cue	
Marker 356	3:44.983	0:00.000	decimal	Cue	
Marker 365	3:50.472	0:00.000	decimal	Cue	
Marker 393	3:58.255	0:00.000	decimal	Cue	
Marker 394	4:02.085	0:00.000	decimal	Cue	
Marker 395	4:04.961	0:00.000	decimal	Cue	
Marker 406	4:12.512	0:00.000	decimal	Cue	
