Name	Start	Duration	Time Format	Type	Description
Marker 09	0:09.954	0:00.000	decimal	Cue	
Marker 147	0:16.168	0:00.000	decimal	Cue	
Marker 32	0:25.165	0:00.000	decimal	Cue	
Marker 33	0:33.756	0:00.000	decimal	Cue	
Marker 42	0:41.228	0:00.000	decimal	Cue	
Marker 62	0:45.462	0:00.000	decimal	Cue	
Marker 78	0:54.594	0:00.000	decimal	Cue	
Marker 84	1:01.546	0:00.000	decimal	Cue	
Marker 148	1:10.000	0:00.000	decimal	Cue	
Marker 130	1:18.538	0:00.000	decimal	Cue	
Marker 139	1:31.714	0:00.000	decimal	Cue	
Marker 146	1:42.000	0:00.000	decimal	Cue	
