Name	Start	Duration	Time Format	Type	Description
Marker 15	0:07.065	0:00.000	decimal	Cue	
Marker 20	0:15.955	0:00.000	decimal	Cue	
Marker 25	0:26.248	0:00.000	decimal	Cue	
Marker 42	0:37.161	0:00.000	decimal	Cue	
Marker 48	0:42.206	0:00.000	decimal	Cue	
Marker 56	0:49.203	0:00.000	decimal	Cue	
Marker 57	0:59.114	0:00.000	decimal	Cue	
Marker 63	1:12.789	0:00.000	decimal	Cue	
Marker 70	1:28.675	0:00.000	decimal	Cue	
Marker 96	1:39.783	0:00.000	decimal	Cue	
Marker 108	1:48.129	0:00.000	decimal	Cue	
Marker 109	1:53.275	0:00.000	decimal	Cue	
Marker 114	2:00.484	0:00.000	decimal	Cue	
Marker 120	2:12.023	0:00.000	decimal	Cue	
Marker 121	2:17.518	0:00.000	decimal	Cue	
Marker 122	2:22.669	0:00.000	decimal	Cue	
Marker 128	2:32.855	0:00.000	decimal	Cue	
Marker 138	2:39.463	0:00.000	decimal	Cue	
