Name	Start	Duration	Time Format	Type	Description
Marker 05	0:09.714	0:00.000	decimal	Cue	
Marker 06	0:19.988	0:00.000	decimal	Cue	
Marker 19	0:35.015	0:00.000	decimal	Cue	
Marker 20	0:42.145	0:00.000	decimal	Cue	
Marker 21	0:46.185	0:00.000	decimal	Cue	
Marker 50	0:56.304	0:00.000	decimal	Cue	
Marker 51	1:10.564	0:00.000	decimal	Cue	
Marker 57	1:15.306	0:00.000	decimal	Cue	
Marker 58	1:20.640	0:00.000	decimal	Cue	
Marker 59	1:27.040	0:00.000	decimal	Cue	
Marker 65	1:35.453	0:00.000	decimal	Cue	
Marker 66	1:53.249	0:00.000	decimal	Cue	
Marker 78	2:01.057	0:00.000	decimal	Cue	
Marker 89	2:09.377	0:00.000	decimal	Cue	
Marker 99	2:19.958	0:00.000	decimal	Cue	
Marker 104	2:28.767	0:00.000	decimal	Cue	
