Name	Start	Duration	Time Format	Type	Description
Marker 22	0:08.776	0:00.000	decimal	Cue	
Marker 23	0:19.072	0:00.000	decimal	Cue	
Marker 27	0:34.416	0:00.000	decimal	Cue	
Marker 28	0:40.165	0:00.000	decimal	Cue	
Marker 29	0:54.161	0:00.000	decimal	Cue	
Marker 30	1:01.961	0:00.000	decimal	Cue	
Marker 31	1:09.635	0:00.000	decimal	Cue	
Marker 42	1:19.174	0:00.000	decimal	Cue	
Marker 43	1:29.324	0:00.000	decimal	Cue	
Marker 48	1:39.404	0:00.000	decimal	Cue	
Marker 49	1:44.513	0:00.000	decimal	Cue	
Marker 59	1:53.595	0:00.000	decimal	Cue	
Marker 70	2:01.001	0:00.000	decimal	Cue	
Marker 75	2:07.573	0:00.000	decimal	Cue	
