Name	Start	Duration	Time Format	Type	Description
Marker 12	0:10.302	0:00.000	decimal	Cue	
Marker 13	0:14.462	0:00.000	decimal	Cue	
Marker 14	0:17.917	0:00.000	decimal	Cue	
Marker 15	0:23.850	0:00.000	decimal	Cue	
Marker 16	0:25.841	0:00.000	decimal	Cue	
Marker 17	0:29.270	0:00.000	decimal	Cue	
Marker 18	0:33.921	0:00.000	decimal	Cue	
Marker 19	0:42.635	0:00.000	decimal	Cue	
Marker 20	0:47.655	0:00.000	decimal	Cue	
Marker 21	0:53.062	0:00.000	decimal	Cue	
Marker 22	0:57.831	0:00.000	decimal	Cue	
Marker 23	1:07.655	0:00.000	decimal	Cue	
Marker 24	1:14.309	0:00.000	decimal	Cue	
Marker 25	1:24.000	0:00.000	decimal	Cue	
Marker 26	1:28.624	0:00.000	decimal	Cue	
Marker 27	1:34.263	0:00.000	decimal	Cue	
Marker 28	1:38.773	0:00.000	decimal	Cue	
Marker 29	1:45.596	0:00.000	decimal	Cue	
