Name	Start	Duration	Time Format	Type	Description
Marker 20	0:06.611	0:00.000	decimal	Cue	
Marker 21	0:13.441	0:00.000	decimal	Cue	
Marker 27	0:17.824	0:00.000	decimal	Cue	
Marker 28	0:24.284	0:00.000	decimal	Cue	
Marker 29	0:28.704	0:00.000	decimal	Cue	
Marker 30	0:36.420	0:00.000	decimal	Cue	
Marker 31	0:41.094	0:00.000	decimal	Cue	
Marker 36	0:48.313	0:00.000	decimal	Cue	
Marker 37	0:55.023	0:00.000	decimal	Cue	
Marker 38	1:01.558	0:00.000	decimal	Cue	
Marker 164	1:10.000	0:00.000	decimal	Cue	
Marker 50	1:16.442	0:00.000	decimal	Cue	
Marker 56	1:28.117	0:00.000	decimal	Cue	
Marker 57	1:39.607	0:00.000	decimal	Cue	
Marker 58	1:46.592	0:00.000	decimal	Cue	
Marker 74	2:02.267	0:00.000	decimal	Cue	
Marker 99	2:10.490	0:00.000	decimal	Cue	
Marker 103	2:18.980	0:00.000	decimal	Cue	
Marker 104	2:26.255	0:00.000	decimal	Cue	
Marker 105	2:28.735	0:00.000	decimal	Cue	
Marker 125	2:33.668	0:00.000	decimal	Cue	
Marker 133	2:40.875	0:00.000	decimal	Cue	
Marker 134	2:44.219	0:00.000	decimal	Cue	
Marker 142	2:51.163	0:00.000	decimal	Cue	
Marker 143	2:56.992	0:00.000	decimal	Cue	
Marker 151	3:01.432	0:00.000	decimal	Cue	
Marker 152	3:04.132	0:00.000	decimal	Cue	
Marker 153	3:12.142	0:00.000	decimal	Cue	
Marker 160	3:23.384	0:00.000	decimal	Cue	
Marker 161	3:30.763	0:00.000	decimal	Cue	
Marker 162	3:39.239	0:00.000	decimal	Cue	
Marker 163	3:46.968	0:00.000	decimal	Cue	
