Name	Start	Duration	Time Format	Type	Description
Marker 05	0:02.565	0:00.000	decimal	Cue	
Marker 10	0:10.264	0:00.000	decimal	Cue	
Marker 11	0:17.428	0:00.000	decimal	Cue	
Marker 12	0:25.634	0:00.000	decimal	Cue	
Marker 13	0:36.574	0:00.000	decimal	Cue	
Marker 24	0:42.930	0:00.000	decimal	Cue	
Marker 25	0:45.140	0:00.000	decimal	Cue	
Marker 37	0:51.680	0:00.000	decimal	Cue	
Marker 38	0:56.016	0:00.000	decimal	Cue	
Marker 39	0:59.406	0:00.000	decimal	Cue	
Marker 40	1:03.586	0:00.000	decimal	Cue	
Marker 46	1:07.681	0:00.000	decimal	Cue	
Marker 50	1:15.032	0:00.000	decimal	Cue	
Marker 58	1:21.794	0:00.000	decimal	Cue	
Marker 59	1:27.694	0:00.000	decimal	Cue	
Marker 60	1:30.980	0:00.000	decimal	Cue	
Marker 61	1:35.300	0:00.000	decimal	Cue	
Marker 62	1:39.584	0:00.000	decimal	Cue	
Marker 69	1:45.787	0:00.000	decimal	Cue	
Marker 70	1:52.113	0:00.000	decimal	Cue	
Marker 85	1:54.695	0:00.000	decimal	Cue	
Marker 89	1:59.251	0:00.000	decimal	Cue	
Marker 109	2:06.855	0:00.000	decimal	Cue	
Marker 110	2:12.472	0:00.000	decimal	Cue	
Marker 111	2:17.826	0:00.000	decimal	Cue	
Marker 134	2:22.183	0:00.000	decimal	Cue	
Marker 135	2:30.823	0:00.000	decimal	Cue	
Marker 140	2:37.173	0:00.000	decimal	Cue	
Marker 144	2:43.775	0:00.000	decimal	Cue	
Marker 145	2:46.338	0:00.000	decimal	Cue	
Marker 166	2:52.379	0:00.000	decimal	Cue	
Marker 179	2:58.330	0:00.000	decimal	Cue	
Marker 180	3:05.677	0:00.000	decimal	Cue	
