Name	Start	Duration	Time Format	Type	Description
Marker 01	0:08.661	0:00.000	decimal	Cue	
Marker 02	0:14.651	0:00.000	decimal	Cue	
Marker 03	0:25.805	0:00.000	decimal	Cue	
Marker 05	0:42.595	0:00.000	decimal	Cue	
Marker 10	0:46.323	0:00.000	decimal	Cue	
Marker 11	0:56.813	0:00.000	decimal	Cue	
Marker 17	1:06.640	0:00.000	decimal	Cue	
Marker 21	1:11.166	0:00.000	decimal	Cue	
Marker 31	1:29.390	0:00.000	decimal	Cue	
Marker 36	1:36.782	0:00.000	decimal	Cue	
Marker 41	1:46.589	0:00.000	decimal	Cue	
Marker 42	1:50.874	0:00.000	decimal	Cue	
Marker 59	2:04.109	0:00.000	decimal	Cue	
Marker 60	2:09.950	0:00.000	decimal	Cue	
Marker 65	2:19.334	0:00.000	decimal	Cue	
Marker 66	2:32.825	0:00.000	decimal	Cue	
Marker 68	2:36.931	0:00.000	decimal	Cue	
Marker 73	2:45.157	0:00.000	decimal	Cue	
Marker 74	2:51.937	0:00.000	decimal	Cue	
Marker 76	3:00.746	0:00.000	decimal	Cue	
Marker 77	3:06.429	0:00.000	decimal	Cue	
Marker 82	3:11.805	0:00.000	decimal	Cue	
Marker 83	3:17.553	0:00.000	decimal	Cue	
Marker 90	3:30.221	0:00.000	decimal	Cue	
Marker 95	3:36.140	0:00.000	decimal	Cue	
Marker 106	3:41.209	0:00.000	decimal	Cue	
Marker 111	3:44.941	0:00.000	decimal	Cue	
Marker 116	3:54.909	0:00.000	decimal	Cue	
Marker 121	4:00.298	0:00.000	decimal	Cue	
Marker 139	4:07.605	0:00.000	decimal	Cue	
Marker 147	4:15.176	0:00.000	decimal	Cue	
Marker 164	4:23.141	0:00.000	decimal	Cue	
Marker 165	4:28.840	0:00.000	decimal	Cue	
Marker 166	4:35.135	0:00.000	decimal	Cue	
Marker 175	4:49.090	0:00.000	decimal	Cue	
Marker 176	4:53.130	0:00.000	decimal	Cue	
Marker 177	4:58.680	0:00.000	decimal	Cue	
Marker 178	5:07.335	0:00.000	decimal	Cue	
