Name	Start	Duration	Time Format	Type	Description
Marker 05	0:08.923	0:00.000	decimal	Cue	
Marker 13	0:16.800	0:00.000	decimal	Cue	
Marker 14	0:22.744	0:00.000	decimal	Cue	
Marker 19	0:30.405	0:00.000	decimal	Cue	
Marker 20	0:34.600	0:00.000	decimal	Cue	
Marker 21	0:40.965	0:00.000	decimal	Cue	
Marker 22	0:43.315	0:00.000	decimal	Cue	
Marker 23	0:50.695	0:00.000	decimal	Cue	
Marker 24	1:04.317	0:00.000	decimal	Cue	
Marker 25	1:12.566	0:00.000	decimal	Cue	
Marker 26	1:16.678	0:00.000	decimal	Cue	
Marker 34	1:24.179	0:00.000	decimal	Cue	
Marker 35	1:37.678	0:00.000	decimal	Cue	
Marker 36	1:45.193	0:00.000	decimal	Cue	
Marker 37	1:52.953	0:00.000	decimal	Cue	
Marker 38	2:02.669	0:00.000	decimal	Cue	
Marker 47	2:10.226	0:00.000	decimal	Cue	
Marker 52	2:15.267	0:00.000	decimal	Cue	
Marker 58	2:27.554	0:00.000	decimal	Cue	
Marker 59	2:31.824	0:00.000	decimal	Cue	
Marker 66	2:43.830	0:00.000	decimal	Cue	
Marker 67	2:53.770	0:00.000	decimal	Cue	
Marker 68	2:57.740	0:00.000	decimal	Cue	
Marker 77	3:07.677	0:00.000	decimal	Cue	
Marker 78	3:16.903	0:00.000	decimal	Cue	
Marker 79	3:29.437	0:00.000	decimal	Cue	
Marker 88	3:43.992	0:00.000	decimal	Cue	
Marker 93	3:51.046	0:00.000	decimal	Cue	
Marker 94	4:03.482	0:00.000	decimal	Cue	
Marker 96	4:07.718	0:00.000	decimal	Cue	
Marker 104	4:15.925	0:00.000	decimal	Cue	
Marker 105	4:27.057	0:00.000	decimal	Cue	
Marker 110	4:35.763	0:00.000	decimal	Cue	
Marker 111	4:43.803	0:00.000	decimal	Cue	
Marker 112	4:59.306	0:00.000	decimal	Cue	
Marker 122	5:06.187	0:00.000	decimal	Cue	
Marker 123	5:12.598	0:00.000	decimal	Cue	
Marker 141	5:23.037	0:00.000	decimal	Cue	
Marker 150	5:28.112	0:00.000	decimal	Cue	
Marker 158	5:34.484	0:00.000	decimal	Cue	
Marker 160	5:37.940	0:00.000	decimal	Cue	
