Name	Start	Duration	Time Format	Type	Description
Marker 01	0:09.923	0:00.000	decimal	Cue	
Marker 02	0:20.211	0:00.000	decimal	Cue	
Marker 03	0:25.590	0:00.000	decimal	Cue	
Marker 04	0:30.000	0:00.000	decimal	Cue	
Marker 05	0:40.439	0:00.000	decimal	Cue	
Marker 06	0:46.916	0:00.000	decimal	Cue	
Marker 07	0:50.645	0:00.000	decimal	Cue	
Marker 08	0:58.000	0:00.000	decimal	Cue	
Marker 09	1:04.245	0:00.000	decimal	Cue	
Marker 10	1:16.211	0:00.000	decimal	Cue	
Marker 11	1:20.519	0:00.000	decimal	Cue	
Marker 12	1:34.361	0:00.000	decimal	Cue	
Marker 13	1:41.000	0:00.000	decimal	Cue	
Marker 14	1:47.556	0:00.000	decimal	Cue	
