Name	Start	Duration	Time Format	Type	Description
Marker 14	0:06.175	0:00.000	decimal	Cue	
Marker 15	0:10.005	0:00.000	decimal	Cue	
Marker 16	0:14.805	0:00.000	decimal	Cue	
Marker 45	0:21.151	0:00.000	decimal	Cue	
Marker 74	0:30.959	0:00.000	decimal	Cue	
Marker 79	0:33.491	0:00.000	decimal	Cue	
Marker 87	0:37.477	0:00.000	decimal	Cue	
Marker 88	0:47.271	0:00.000	decimal	Cue	
Marker 306	0:50.974	0:00.000	decimal	Cue	
Marker 124	0:57.187	0:00.000	decimal	Cue	
Marker 139	1:10.320	0:00.000	decimal	Cue	
Marker 144	1:19.983	0:00.000	decimal	Cue	
Marker 151	1:28.537	0:00.000	decimal	Cue	
Marker 152	1:34.430	0:00.000	decimal	Cue	
Marker 153	1:42.600	0:00.000	decimal	Cue	
Marker 184	1:54.132	0:00.000	decimal	Cue	
Marker 188	2:01.621	0:00.000	decimal	Cue	
Marker 220	2:05.867	0:00.000	decimal	Cue	
Marker 221	2:10.113	0:00.000	decimal	Cue	
Marker 240	2:15.344	0:00.000	decimal	Cue	
Marker 248	2:18.801	0:00.000	decimal	Cue	
Marker 263	2:29.155	0:00.000	decimal	Cue	
Marker 285	2:35.261	0:00.000	decimal	Cue	
Marker 298	2:41.638	0:00.000	decimal	Cue	
Marker 305	2:47.745	0:00.000	decimal	Cue	
