Name	Start	Duration	Time Format	Type	Description
Marker 01	0:07.347	0:00.000	decimal	Cue	
Marker 02	0:10.387	0:00.000	decimal	Cue	
Marker 03	0:17.587	0:00.000	decimal	Cue	
Marker 23	0:19.737	0:00.000	decimal	Cue	
Marker 24	0:24.011	0:00.000	decimal	Cue	
Marker 31	0:30.418	0:00.000	decimal	Cue	
Marker 56	0:39.595	0:00.000	decimal	Cue	
Marker 61	0:44.830	0:00.000	decimal	Cue	
Marker 62	0:52.660	0:00.000	decimal	Cue	
Marker 88	1:03.336	0:00.000	decimal	Cue	
Marker 116	1:11.257	0:00.000	decimal	Cue	
Marker 130	1:23.516	0:00.000	decimal	Cue	
Marker 152	1:31.018	0:00.000	decimal	Cue	
Marker 158	1:34.006	0:00.000	decimal	Cue	
Marker 163	1:39.382	0:00.000	decimal	Cue	
Marker 172	1:46.671	0:00.000	decimal	Cue	
Marker 189	1:53.391	0:00.000	decimal	Cue	
Marker 199	2:02.695	0:00.000	decimal	Cue	
