Name	Start	Duration	Time Format	Type	Description
Marker 01	0:06.058	0:00.000	decimal	Cue	
Marker 12	0:15.569	0:00.000	decimal	Cue	
Marker 27	0:20.382	0:00.000	decimal	Cue	
Marker 28	0:27.531	0:00.000	decimal	Cue	
Marker 32	0:34.698	0:00.000	decimal	Cue	
Marker 49	0:46.378	0:00.000	decimal	Cue	
Marker 50	0:56.024	0:00.000	decimal	Cue	
Marker 62	0:59.311	0:00.000	decimal	Cue	
Marker 71	1:09.595	0:00.000	decimal	Cue	
Marker 76	1:17.694	0:00.000	decimal	Cue	
Marker 82	1:27.142	0:00.000	decimal	Cue	
Marker 83	1:32.638	0:00.000	decimal	Cue	
Marker 84	1:40.000	0:00.000	decimal	Cue	
Marker 90	1:43.805	0:00.000	decimal	Cue	
Marker 91	1:48.581	0:00.000	decimal	Cue	
Marker 96	2:05.324	0:00.000	decimal	Cue	
Marker 97	2:08.909	0:00.000	decimal	Cue	
Marker 110	2:18.032	0:00.000	decimal	Cue	
Marker 111	2:22.216	0:00.000	decimal	Cue	
Marker 112	2:30.856	0:00.000	decimal	Cue	
Marker 113	2:37.846	0:00.000	decimal	Cue	
Marker 122	2:45.461	0:00.000	decimal	Cue	
Marker 181	3:00.683	0:00.000	decimal	Cue	
Marker 200	3:10.008	0:00.000	decimal	Cue	
Marker 205	3:17.450	0:00.000	decimal	Cue	
Marker 206	3:24.810	0:00.000	decimal	Cue	
Marker 223	3:35.895	0:00.000	decimal	Cue	
Marker 257	3:45.834	0:00.000	decimal	Cue	
Marker 267	3:51.821	0:00.000	decimal	Cue	
