Name	Start	Duration	Time Format	Type	Description
Marker 13	0:06.954	0:00.000	decimal	Cue	
Marker 21	0:16.656	0:00.000	decimal	Cue	
Marker 35	0:25.709	0:00.000	decimal	Cue	
Marker 36	0:30.855	0:00.000	decimal	Cue	
Marker 42	0:38.893	0:00.000	decimal	Cue	
Marker 43	0:42.611	0:00.000	decimal	Cue	
Marker 44	0:46.598	0:00.000	decimal	Cue	
Marker 60	0:55.419	0:00.000	decimal	Cue	
Marker 61	0:59.709	0:00.000	decimal	Cue	
Marker 62	1:08.299	0:00.000	decimal	Cue	
Marker 80	1:17.736	0:00.000	decimal	Cue	
Marker 194	1:20.394	0:00.000	decimal	Cue	
Marker 81	1:26.082	0:00.000	decimal	Cue	
Marker 87	1:35.449	0:00.000	decimal	Cue	
Marker 88	1:43.579	0:00.000	decimal	Cue	
Marker 96	1:50.802	0:00.000	decimal	Cue	
Marker 105	1:57.630	0:00.000	decimal	Cue	
Marker 106	2:04.112	0:00.000	decimal	Cue	
Marker 107	2:12.660	0:00.000	decimal	Cue	
Marker 108	2:17.760	0:00.000	decimal	Cue	
Marker 109	2:27.170	0:00.000	decimal	Cue	
Marker 115	2:34.383	0:00.000	decimal	Cue	
Marker 116	2:44.566	0:00.000	decimal	Cue	
Marker 123	2:49.247	0:00.000	decimal	Cue	
Marker 129	2:59.346	0:00.000	decimal	Cue	
Marker 135	3:06.702	0:00.000	decimal	Cue	
Marker 147	3:13.948	0:00.000	decimal	Cue	
Marker 148	3:21.338	0:00.000	decimal	Cue	
Marker 149	3:28.033	0:00.000	decimal	Cue	
Marker 161	3:30.803	0:00.000	decimal	Cue	
Marker 162	3:34.499	0:00.000	decimal	Cue	
Marker 173	3:40.205	0:00.000	decimal	Cue	
Marker 174	3:46.291	0:00.000	decimal	Cue	
Marker 180	3:52.288	0:00.000	decimal	Cue	
Marker 181	3:57.528	0:00.000	decimal	Cue	
Marker 182	3:59.659	0:00.000	decimal	Cue	
Marker 183	4:08.178	0:00.000	decimal	Cue	
Marker 184	4:12.468	0:00.000	decimal	Cue	
Marker 185	4:17.788	0:00.000	decimal	Cue	
Marker 186	4:22.585	0:00.000	decimal	Cue	
 Marker 187	4:32.756	0:00.000	decimal	Cue	
Marker 193	4:42.863	0:00.000	decimal	Cue	
