Name	Start	Duration	Time Format	Type	Description
Marker 10	0:07.002	0:00.000	decimal	Cue	
Marker 24	0:12.010	0:00.000	decimal	Cue	
Marker 25	0:16.150	0:00.000	decimal	Cue	
Marker 26	0:21.760	0:00.000	decimal	Cue	
Marker 27	0:31.496	0:00.000	decimal	Cue	
Marker 28	0:34.330	0:00.000	decimal	Cue	
Marker 29	0:43.060	0:00.000	decimal	Cue	
Marker 30	0:50.140	0:00.000	decimal	Cue	
Marker 35	0:55.985	0:00.000	decimal	Cue	
Marker 44	1:03.763	0:00.000	decimal	Cue	
Marker 45	1:11.757	0:00.000	decimal	Cue	
Marker 47	1:19.717	0:00.000	decimal	Cue	
Marker 70	1:24.431	0:00.000	decimal	Cue	
Marker 71	1:29.051	0:00.000	decimal	Cue	
Marker 72	1:31.940	0:00.000	decimal	Cue	
Marker 80	1:39.227	0:00.000	decimal	Cue	
Marker 81	1:44.093	0:00.000	decimal	Cue	
Marker 86	1:48.689	0:00.000	decimal	Cue	
Marker 91	1:59.675	0:00.000	decimal	Cue	
Marker 97	2:05.618	0:00.000	decimal	Cue	
Marker 145	2:22.489	0:00.000	decimal	Cue	
Marker 109	2:28.986	0:00.000	decimal	Cue	
Marker 110	2:42.051	0:00.000	decimal	Cue	
Marker 111	2:49.731	0:00.000	decimal	Cue	
Marker 118	2:58.595	0:00.000	decimal	Cue	
Marker 119	3:01.915	0:00.000	decimal	Cue	
Marker 125	3:12.643	0:00.000	decimal	Cue	
Marker 126	3:16.943	0:00.000	decimal	Cue	
Marker 143	3:25.003	0:00.000	decimal	Cue	
Marker 144	3:30.000	0:00.000	decimal	Cue	
