Name	Start	Duration	Time Format	Type	Description
Marker 06	0:03.365	0:00.000	decimal	Cue	
Marker 07	0:10.979	0:00.000	decimal	Cue	
Marker 08	0:15.502	0:00.000	decimal	Cue	
Marker 20	0:28.341	0:00.000	decimal	Cue	
Marker 21	0:34.088	0:00.000	decimal	Cue	
Marker 29	0:38.715	0:00.000	decimal	Cue	
Marker 30	0:41.183	0:00.000	decimal	Cue	
Marker 31	0:50.358	0:00.000	decimal	Cue	
Marker 44	1:02.027	0:00.000	decimal	Cue	
Marker 156	1:11.245	0:00.000	decimal	Cue	
Marker 50	1:19.402	0:00.000	decimal	Cue	
Marker 60	1:27.247	0:00.000	decimal	Cue	
Marker 61	1:35.147	0:00.000	decimal	Cue	
Marker 66	1:40.705	0:00.000	decimal	Cue	
Marker 67	1:45.625	0:00.000	decimal	Cue	
Marker 68	1:53.985	0:00.000	decimal	Cue	
Marker 74	2:01.155	0:00.000	decimal	Cue	
Marker 75	2:06.739	0:00.000	decimal	Cue	
Marker 76	2:11.749	0:00.000	decimal	Cue	
Marker 81	2:20.344	0:00.000	decimal	Cue	
Marker 82	2:26.747	0:00.000	decimal	Cue	
Marker 83	2:32.568	0:00.000	decimal	Cue	
Marker 88	2:35.807	0:00.000	decimal	Cue	
Marker 106	2:43.423	0:00.000	decimal	Cue	
Marker 107	2:48.373	0:00.000	decimal	Cue	
Marker 108	2:57.809	0:00.000	decimal	Cue	
Marker 109	3:03.352	0:00.000	decimal	Cue	
Marker 114	3:13.513	0:00.000	decimal	Cue	
Marker 123	3:20.991	0:00.000	decimal	Cue	
Marker 132	3:24.338	0:00.000	decimal	Cue	
Marker 133	3:30.879	0:00.000	decimal	Cue	
Marker 143	3:41.440	0:00.000	decimal	Cue	
Marker 150	3:48.021	0:00.000	decimal	Cue	
Marker 155	3:54.225	0:00.000	decimal	Cue	
