Name	Start	Duration	Time Format	Type	Description
Marker 01	0:10.563	0:00.000	decimal	Cue	
Marker 02	0:17.379	0:00.000	decimal	Cue	
Marker 03	0:26.759	0:00.000	decimal	Cue	
Marker 04	0:31.573	0:00.000	decimal	Cue	
Marker 05	0:34.473	0:00.000	decimal	Cue	
Marker 06	0:40.813	0:00.000	decimal	Cue	
Marker 07	0:48.184	0:00.000	decimal	Cue	
Marker 08	0:53.938	0:00.000	decimal	Cue	
Marker 09	0:59.536	0:00.000	decimal	Cue	
Marker 14	1:07.688	0:00.000	decimal	Cue	
Marker 15	1:15.148	0:00.000	decimal	Cue	
Marker 27	1:26.100	0:00.000	decimal	Cue	
Marker 33	1:30.146	0:00.000	decimal	Cue	
Marker 34	1:33.758	0:00.000	decimal	Cue	
Marker 39	1:44.299	0:00.000	decimal	Cue	
Marker 54	1:52.895	0:00.000	decimal	Cue	
Marker 60	2:01.910	0:00.000	decimal	Cue	
Marker 61	2:05.580	0:00.000	decimal	Cue	
Marker 78	2:11.672	0:00.000	decimal	Cue	
Marker 82	2:15.456	0:00.000	decimal	Cue	
Marker 83	2:19.125	0:00.000	decimal	Cue	
Marker 94	2:27.265	0:00.000	decimal	Cue	
Marker 99	2:31.466	0:00.000	decimal	Cue	
Marker 100	2:35.081	0:00.000	decimal	Cue	
Marker 105	2:46.285	0:00.000	decimal	Cue	
Marker 158	2:51.283	0:00.000	decimal	Cue	
Marker 123	3:00.874	0:00.000	decimal	Cue	
Marker 129	3:07.081	0:00.000	decimal	Cue	
Marker 139	3:12.885	0:00.000	decimal	Cue	
Marker 157	3:21.692	0:00.000	decimal	Cue	
