Name	Start	Duration	Time Format	Type	Description
Marker 01	0:07.918	0:00.000	decimal	Cue	
Marker 02	0:15.134	0:00.000	decimal	Cue	
Marker 06	0:19.971	0:00.000	decimal	Cue	
Marker 07	0:25.925	0:00.000	decimal	Cue	
Marker 08	0:30.195	0:00.000	decimal	Cue	
Marker 22	0:39.261	0:00.000	decimal	Cue	
Marker 34	0:48.139	0:00.000	decimal	Cue	
Marker 251	0:57.701	0:00.000	decimal	Cue	
Marker 35	1:02.487	0:00.000	decimal	Cue	
Marker 58	1:10.009	0:00.000	decimal	Cue	
Marker 250	1:14.761	0:00.000	decimal	Cue	
Marker 59	1:18.974	0:00.000	decimal	Cue	
Marker 60	1:22.149	0:00.000	decimal	Cue	
Marker 66	1:27.135	0:00.000	decimal	Cue	
Marker 67	1:31.588	0:00.000	decimal	Cue	
Marker 68	1:35.885	0:00.000	decimal	Cue	
Marker 77	1:40.967	0:00.000	decimal	Cue	
Marker 83	1:44.251	0:00.000	decimal	Cue	
Marker 84	1:48.738	0:00.000	decimal	Cue	
Marker 85	1:56.321	0:00.000	decimal	Cue	
Marker 90	2:02.322	0:00.000	decimal	Cue	
Marker 99	2:09.170	0:00.000	decimal	Cue	
Marker 109	2:16.361	0:00.000	decimal	Cue	
Marker 128	2:23.444	0:00.000	decimal	Cue	
Marker 133	2:27.595	0:00.000	decimal	Cue	
Marker 143	2:32.731	0:00.000	decimal	Cue	
Marker 149	2:42.062	0:00.000	decimal	Cue	
Marker 173	2:50.333	0:00.000	decimal	Cue	
Marker 178	2:56.531	0:00.000	decimal	Cue	
Marker 184	2:59.513	0:00.000	decimal	Cue	
Marker 218	3:07.585	0:00.000	decimal	Cue	
Marker 219	3:09.212	0:00.000	decimal	Cue	
Marker 224	3:14.827	0:00.000	decimal	Cue	
Marker 238	3:20.768	0:00.000	decimal	Cue	
Marker 239	3:25.141	0:00.000	decimal	Cue	
Marker 240	3:29.309	0:00.000	decimal	Cue	
Marker 249	3:38.508	0:00.000	decimal	Cue	
