Name	Start	Duration	Time Format	Type	Description
Marker 06	0:05.756	0:00.000	decimal	Cue	
Marker 11	0:11.577	0:00.000	decimal	Cue	
Marker 16	0:17.285	0:00.000	decimal	Cue	
Marker 21	0:23.787	0:00.000	decimal	Cue	
Marker 22	0:29.281	0:00.000	decimal	Cue	
Marker 28	0:38.752	0:00.000	decimal	Cue	
Marker 38	0:43.927	0:00.000	decimal	Cue	
Marker 43	0:49.667	0:00.000	decimal	Cue	
Marker 44	0:52.687	0:00.000	decimal	Cue	
Marker 62	0:57.953	0:00.000	decimal	Cue	
Marker 80	1:04.263	0:00.000	decimal	Cue	
Marker 93	1:12.002	0:00.000	decimal	Cue	
Marker 94	1:15.932	0:00.000	decimal	Cue	
Marker 107	1:20.405	0:00.000	decimal	Cue	
Marker 108	1:26.991	0:00.000	decimal	Cue	
Marker 118	1:30.315	0:00.000	decimal	Cue	
Marker 124	1:40.052	0:00.000	decimal	Cue	
Marker 126	1:44.944	0:00.000	decimal	Cue	
Marker 138	1:53.577	0:00.000	decimal	Cue	
Marker 147	2:02.566	0:00.000	decimal	Cue	
Marker 148	2:05.951	0:00.000	decimal	Cue	
Marker 149	2:11.732	0:00.000	decimal	Cue	
Marker 156	2:20.723	0:00.000	decimal	Cue	
Marker 157	2:25.973	0:00.000	decimal	Cue	
Marker 163	2:31.926	0:00.000	decimal	Cue	
Marker 170	2:36.381	0:00.000	decimal	Cue	
Marker 183	2:45.675	0:00.000	decimal	Cue	
Marker 184	2:54.005	0:00.000	decimal	Cue	
Marker 185	3:00.261	0:00.000	decimal	Cue	
Marker 186	3:03.289	0:00.000	decimal	Cue	
Marker 187	3:14.375	0:00.000	decimal	Cue	
Marker 188	3:19.699	0:00.000	decimal	Cue	
Marker 197	3:29.833	0:00.000	decimal	Cue	
Marker 198	3:38.193	0:00.000	decimal	Cue	
Marker 199	3:46.303	0:00.000	decimal	Cue	
Marker 200	3:51.473	0:00.000	decimal	Cue	
Marker 210	3:54.467	0:00.000	decimal	Cue	
Marker 221	4:07.745	0:00.000	decimal	Cue	
