Name	Start	Duration	Time Format	Type	Description
Marker 06	0:08.603	0:00.000	decimal	Cue	
Marker 07	0:15.522	0:00.000	decimal	Cue	
Marker 12	0:22.964	0:00.000	decimal	Cue	
Marker 23	0:29.792	0:00.000	decimal	Cue	
Marker 24	0:33.988	0:00.000	decimal	Cue	
Marker 25	0:39.182	0:00.000	decimal	Cue	
Marker 26	0:47.372	0:00.000	decimal	Cue	
Marker 31	0:56.682	0:00.000	decimal	Cue	
Marker 49	1:07.007	0:00.000	decimal	Cue	
Marker 50	1:10.816	0:00.000	decimal	Cue	
Marker 56	1:21.784	0:00.000	decimal	Cue	
Marker 74	1:30.039	0:00.000	decimal	Cue	
Marker 75	1:36.499	0:00.000	decimal	Cue	
Marker 76	1:45.864	0:00.000	decimal	Cue	
Marker 77	1:51.119	0:00.000	decimal	Cue	
Marker 78	1:55.189	0:00.000	decimal	Cue	
Marker 79	1:58.689	0:00.000	decimal	Cue	
Marker 80	2:03.239	0:00.000	decimal	Cue	
Marker 81	2:11.758	0:00.000	decimal	Cue	
Marker 82	2:20.239	0:00.000	decimal	Cue	
Marker 86	2:26.912	0:00.000	decimal	Cue	
Marker 87	2:34.732	0:00.000	decimal	Cue	
Marker 88	2:38.422	0:00.000	decimal	Cue	
Marker 89	2:45.288	0:00.000	decimal	Cue	
Marker 90	2:49.872	0:00.000	decimal	Cue	
Marker 91	2:55.123	0:00.000	decimal	Cue	
Marker 92	3:02.252	0:00.000	decimal	Cue	
Marker 106	3:11.741	0:00.000	decimal	Cue	
Marker 107	3:17.731	0:00.000	decimal	Cue	
Marker 108	3:23.421	0:00.000	decimal	Cue	
Marker 109	3:27.561	0:00.000	decimal	Cue	
Marker 132	3:34.685	0:00.000	decimal	Cue	
Marker 138	3:40.871	0:00.000	decimal	Cue	
Marker 149	3:49.613	0:00.000	decimal	Cue	
Marker 150	3:59.663	0:00.000	decimal	Cue	
Marker 158	4:02.398	0:00.000	decimal	Cue	
Marker 173	4:06.096	0:00.000	decimal	Cue	
