Name	Start	Duration	Time Format	Type	Description
Marker 15	0:03.884	0:00.000	decimal	Cue	
Marker 16	0:09.189	0:00.000	decimal	Cue	
Marker 28	0:14.728	0:00.000	decimal	Cue	
Marker 47	0:25.628	0:00.000	decimal	Cue	
Marker 48	0:32.604	0:00.000	decimal	Cue	
Marker 53	0:36.503	0:00.000	decimal	Cue	
Marker 54	0:45.552	0:00.000	decimal	Cue	
Marker 55	0:48.452	0:00.000	decimal	Cue	
Marker 56	0:54.792	0:00.000	decimal	Cue	
Marker 57	0:58.408	0:00.000	decimal	Cue	
Marker 58	1:01.942	0:00.000	decimal	Cue	
Marker 59	1:06.542	0:00.000	decimal	Cue	
Marker 71	1:17.374	0:00.000	decimal	Cue	
Marker 92	1:24.071	0:00.000	decimal	Cue	
Marker 103	1:32.064	0:00.000	decimal	Cue	
Marker 104	1:36.714	0:00.000	decimal	Cue	
Marker 105	1:40.104	0:00.000	decimal	Cue	
Marker 114	1:44.887	0:00.000	decimal	Cue	
Marker 122	1:52.938	0:00.000	decimal	Cue	
Marker 123	1:59.378	0:00.000	decimal	Cue	
Marker 128	2:05.635	0:00.000	decimal	Cue	
Marker 252	2:12.431	0:00.000	decimal	Cue	
Marker 136	2:19.953	0:00.000	decimal	Cue	
Marker 137	2:24.308	0:00.000	decimal	Cue	
Marker 143	2:28.971	0:00.000	decimal	Cue	
Marker 153	2:39.693	0:00.000	decimal	Cue	
Marker 163	2:45.698	0:00.000	decimal	Cue	
Marker 169	2:48.991	0:00.000	decimal	Cue	
Marker 170	2:55.261	0:00.000	decimal	Cue	
Marker 176	3:02.531	0:00.000	decimal	Cue	
Marker 177	3:08.113	0:00.000	decimal	Cue	
Marker 178	3:11.434	0:00.000	decimal	Cue	
Marker 179	3:18.758	0:00.000	decimal	Cue	
Marker 180	3:25.148	0:00.000	decimal	Cue	
Marker 206	3:32.198	0:00.000	decimal	Cue	
Marker 207	3:37.892	0:00.000	decimal	Cue	
Marker 208	3:44.757	0:00.000	decimal	Cue	
Marker 218	3:51.027	0:00.000	decimal	Cue	
Marker 219	3:58.383	0:00.000	decimal	Cue	
Marker 220	4:05.553	0:00.000	decimal	Cue	
Marker 241	4:13.547	0:00.000	decimal	Cue	
Marker 250	4:21.000	0:00.000	decimal	Cue	
Marker 251	4:27.135	0:00.000	decimal	Cue	
