Name	Start	Duration	Time Format	Type	Description
Marker 01	0:05.509	0:00.000	decimal	Cue	
Marker 02	0:12.079	0:00.000	decimal	Cue	
Marker 03	0:14.749	0:00.000	decimal	Cue	
Marker 08	0:26.895	0:00.000	decimal	Cue	
Marker 14	0:33.308	0:00.000	decimal	Cue	
Marker 19	0:38.139	0:00.000	decimal	Cue	
Marker 24	0:45.187	0:00.000	decimal	Cue	
Marker 135	0:54.636	0:00.000	decimal	Cue	
Marker 47	1:04.202	0:00.000	decimal	Cue	
Marker 53	1:10.891	0:00.000	decimal	Cue	
Marker 54	1:15.531	0:00.000	decimal	Cue	
Marker 60	1:26.764	0:00.000	decimal	Cue	
Marker 77	1:32.624	0:00.000	decimal	Cue	
Marker 78	1:41.663	0:00.000	decimal	Cue	
Marker 91	1:55.920	0:00.000	decimal	Cue	
Marker 92	2:06.350	0:00.000	decimal	Cue	
Marker 93	2:16.980	0:00.000	decimal	Cue	
Marker 94	2:31.010	0:00.000	decimal	Cue	
Marker 107	2:38.064	0:00.000	decimal	Cue	
Marker 112	2:44.590	0:00.000	decimal	Cue	
Marker 123	2:54.706	0:00.000	decimal	Cue	
Marker 124	3:10.146	0:00.000	decimal	Cue	
Marker 125	3:17.732	0:00.000	decimal	Cue	
Marker 126	3:23.306	0:00.000	decimal	Cue	
Marker 131	3:29.993	0:00.000	decimal	Cue	
Marker 132	3:43.093	0:00.000	decimal	Cue	
Marker 133	3:48.869	0:00.000	decimal	Cue	
Marker 134	3:53.392	0:00.000	decimal	Cue	
