Name	Start	Duration	Time Format	Type	Description
Marker 01	0:11.997	0:00.000	decimal	Cue	
Marker 02	0:17.097	0:00.000	decimal	Cue	
Marker 03	0:20.487	0:00.000	decimal	Cue	
Marker 04	0:25.647	0:00.000	decimal	Cue	
Marker 05	0:32.817	0:00.000	decimal	Cue	
Marker 19	0:38.856	0:00.000	decimal	Cue	
Marker 25	0:44.851	0:00.000	decimal	Cue	
Marker 26	0:55.607	0:00.000	decimal	Cue	
Marker 31	0:59.898	0:00.000	decimal	Cue	
Marker 32	1:06.218	0:00.000	decimal	Cue	
Marker 33	1:14.648	0:00.000	decimal	Cue	
Marker 34	1:24.928	0:00.000	decimal	Cue	
Marker 41	1:30.519	0:00.000	decimal	Cue	
Marker 42	1:33.819	0:00.000	decimal	Cue	
Marker 62	1:43.633	0:00.000	decimal	Cue	
Marker 63	1:50.237	0:00.000	decimal	Cue	
Marker 69	1:59.440	0:00.000	decimal	Cue	
Marker 91	2:03.522	0:00.000	decimal	Cue	
Marker 92	2:12.326	0:00.000	decimal	Cue	
Marker 97	2:24.753	0:00.000	decimal	Cue	
Marker 107	2:33.752	0:00.000	decimal	Cue	
Marker 112	2:38.864	0:00.000	decimal	Cue	
Marker 113	2:41.883	0:00.000	decimal	Cue	
Marker 114	2:50.048	0:00.000	decimal	Cue	
Marker 115	2:54.034	0:00.000	decimal	Cue	
Marker 126	2:58.966	0:00.000	decimal	Cue	
Marker 133	3:07.263	0:00.000	decimal	Cue	
Marker 160	3:15.798	0:00.000	decimal	Cue	
Marker 161	3:23.124	0:00.000	decimal	Cue	
Marker 162	3:29.618	0:00.000	decimal	Cue	
Marker 163	3:37.194	0:00.000	decimal	Cue	
Marker 168	3:46.634	0:00.000	decimal	Cue	
Marker 181	3:51.868	0:00.000	decimal	Cue	
Marker 182	3:58.221	0:00.000	decimal	Cue	
Marker 183	4:02.154	0:00.000	decimal	Cue	
Marker 208	4:07.720	0:00.000	decimal	Cue	
Marker 222	4:13.333	0:00.000	decimal	Cue	
Marker 223	4:23.013	0:00.000	decimal	Cue	
Marker 224	4:32.233	0:00.000	decimal	Cue	
Marker 225	4:36.478	0:00.000	decimal	Cue	
Marker 226	4:44.584	0:00.000	decimal	Cue	
