Name	Start	Duration	Time Format	Type	Description
Marker 01	0:06.076	0:00.000	decimal	Cue	
Marker 02	0:08.876	0:00.000	decimal	Cue	
Marker 03	0:14.666	0:00.000	decimal	Cue	
Marker 04	0:20.056	0:00.000	decimal	Cue	
Marker 05	0:24.666	0:00.000	decimal	Cue	
Marker 10	0:27.649	0:00.000	decimal	Cue	
Marker 16	0:31.771	0:00.000	decimal	Cue	
Marker 21	0:35.949	0:00.000	decimal	Cue	
Marker 25	0:42.976	0:00.000	decimal	Cue	
Marker 26	0:47.966	0:00.000	decimal	Cue	
Marker 27	0:51.392	0:00.000	decimal	Cue	
Marker 28	0:57.186	0:00.000	decimal	Cue	
Marker 29	1:05.022	0:00.000	decimal	Cue	
Marker 37	1:13.078	0:00.000	decimal	Cue	
Marker 46	1:22.282	0:00.000	decimal	Cue	
Marker 47	1:27.689	0:00.000	decimal	Cue	
Marker 48	1:33.872	0:00.000	decimal	Cue	
Marker 55	1:41.653	0:00.000	decimal	Cue	
Marker 56	1:50.379	0:00.000	decimal	Cue	
Marker 62	1:55.033	0:00.000	decimal	Cue	
Marker 63	2:05.566	0:00.000	decimal	Cue	
Marker 71	2:10.660	0:00.000	decimal	Cue	
Marker 72	2:17.922	0:00.000	decimal	Cue	
Marker 83	2:20.754	0:00.000	decimal	Cue	
Marker 101	2:27.326	0:00.000	decimal	Cue	
Marker 116	2:33.491	0:00.000	decimal	Cue	
Marker 121	2:38.144	0:00.000	decimal	Cue	
Marker 122	2:42.890	0:00.000	decimal	Cue	
Marker 123	2:50.604	0:00.000	decimal	Cue	
Marker 124	2:56.784	0:00.000	decimal	Cue	
Marker 125	3:03.144	0:00.000	decimal	Cue	
Marker 126	3:09.714	0:00.000	decimal	Cue	
Marker 136	3:18.484	0:00.000	decimal	Cue	
Marker 137	3:22.399	0:00.000	decimal	Cue	
Marker 143	3:26.652	0:00.000	decimal	Cue	
Marker 144	3:31.682	0:00.000	decimal	Cue	
Marker 158	3:35.707	0:00.000	decimal	Cue	
Marker 159	3:47.714	0:00.000	decimal	Cue	
Marker 160	3:58.104	0:00.000	decimal	Cue	
Marker 174	4:04.480	0:00.000	decimal	Cue	
Marker 180	4:10.332	0:00.000	decimal	Cue	
Marker 181	4:20.432	0:00.000	decimal	Cue	
Marker 182	4:27.792	0:00.000	decimal	Cue	
Marker 188	4:33.435	0:00.000	decimal	Cue	
Marker 189	4:43.955	0:00.000	decimal	Cue	
Marker 197	4:51.134	0:00.000	decimal	Cue	
Marker 202	4:57.128	0:00.000	decimal	Cue	
Marker 203	5:06.337	0:00.000	decimal	Cue	
Marker 204	5:13.413	0:00.000	decimal	Cue	
Marker 205	5:21.197	0:00.000	decimal	Cue	
Marker 206	5:32.625	0:00.000	decimal	Cue	
