Name	Start	Duration	Time Format	Type	Description
Marker 08	0:05.264	0:00.000	decimal	Cue	
Marker 09	0:08.934	0:00.000	decimal	Cue	
Marker 10	0:14.599	0:00.000	decimal	Cue	
Marker 11	0:20.894	0:00.000	decimal	Cue	
Marker 12	0:25.794	0:00.000	decimal	Cue	
Marker 17	0:35.825	0:00.000	decimal	Cue	
Marker 21	0:43.036	0:00.000	decimal	Cue	
Marker 30	0:47.961	0:00.000	decimal	Cue	
Marker 31	0:59.021	0:00.000	decimal	Cue	
Marker 32	1:11.021	0:00.000	decimal	Cue	
Marker 37	1:17.694	0:00.000	decimal	Cue	
Marker 38	1:27.074	0:00.000	decimal	Cue	
Marker 39	1:31.324	0:00.000	decimal	Cue	
Marker 64	1:38.627	0:00.000	decimal	Cue	
Marker 45	1:45.949	0:00.000	decimal	Cue	
Marker 46	1:50.849	0:00.000	decimal	Cue	
Marker 47	1:55.509	0:00.000	decimal	Cue	
Marker 48	2:00.529	0:00.000	decimal	Cue	
Marker 49	2:06.379	0:00.000	decimal	Cue	
Marker 50	2:14.330	0:00.000	decimal	Cue	
Marker 51	2:17.339	0:00.000	decimal	Cue	
Marker 52	2:23.769	0:00.000	decimal	Cue	
Marker 53	2:30.809	0:00.000	decimal	Cue	
Marker 54	2:34.252	0:00.000	decimal	Cue	
Marker 63	2:38.232	0:00.000	decimal	Cue	
